trade_date,avg_portfolio_price,total_volume,avg_daily_return,portfolio_volatility,active_stocks,avg_rsi,cumulative_return,portfolio_value_normalized
1999-11-01,56.586,45136000,0.015109972414274853,0.04152653847159741,5,100.0,0.015109972414274853,101.51099724142749
1999-11-02,56.962,43625200,0.007185801309441226,0.03515008978250229,5,80.0,0.022295773723716078,102.22957737237162
1999-11-03,57.612,42390300,0.007772804856793672,0.03530574648283834,5,65.0666666666666,0.03006857858050975,103.00685785805098
1999-11-04,57.65,52304300,-0.004058932317867943,0.04285669510349502,5,55.70476190476186,0.02600964626264181,102.60096462626419
1999-11-05,58.862,53328700,0.0019162225164440743,0.03834913522283188,5,59.174197804318894,0.027925868779085882,102.7925868779086
1999-11-08,62.962,165316900,0.08891015614852185,0.06965456560167141,5,67.58538320053655,0.11683602492760774,111.68360249276077
1999-11-09,59.798,90650700,-0.04182688974229496,0.04920417277357712,5,55.412673291651856,0.07500913518531277,107.50091351853128
1999-11-10,60.388,56195500,0.013484595197468325,0.027560816516907033,5,58.3124111847683,0.08849373038278109,108.8493730382781
1999-11-11,62.7,55846900,0.05822968855032893,0.09727926458716972,5,67.78282767608007,0.14672341893311003,114.67234189331101
1999-11-12,62.662,50047900,-0.002195036233188371,0.014513695007027509,5,65.00977214809738,0.14452838269992166,114.45283826999217
1999-11-15,61.376,36631000,-0.022548986240260843,0.01522943998388194,5,60.612048073640075,0.12197939645966081,112.19793964596607
1999-11-16,63.513999999999996,51441500,0.029669268967774186,0.03424453625106221,5,63.36533599927359,0.151648665427435,115.1648665427435
1999-11-17,62.826,50329400,0.0027646400529082933,0.023212820898255184,5,61.921821399412764,0.1544133054803433,115.44133054803434
1999-11-18,62.862,44456900,-0.009126988020718254,0.017021753639257564,5,61.25182461924193,0.14528631745962503,114.5286317459625
1999-11-19,65.27799999999999,44985000,0.03281661187553967,0.025598916683786253,5,64.11151598822342,0.1781029293351647,117.81029293351648
1999-11-22,66.136,60906700,0.004669915277250176,0.02532695803571187,5,66.63296853437208,0.18277284461241486,118.27728446124148
1999-11-23,66.148,62145400,0.014391703771794464,0.01535761265756326,5,64.35789400607456,0.19716454838420933,119.71645483842093
1999-11-24,67.876,47303000,0.010153709652852325,0.02432217134891662,5,66.79251262475051,0.20731825803706166,120.73182580370616
1999-11-26,69.05,28962200,0.006120585535435511,0.010338941077272129,5,66.43327683244101,0.21343884357249718,121.34388435724972
1999-11-29,68.514,57293300,-0.0014001037977794506,0.048641076209091964,5,61.27086151650118,0.21203873977471774,121.20387397747177
1999-11-30,67.372,57273900,-0.027780627829003313,0.032882595605861854,5,64.93245446178032,0.18425811194571443,118.42581119457145
1999-12-01,69.026,43772600,0.008396958192722442,0.033668082904177235,5,66.90190450127662,0.19265507013843686,119.26550701384369
1999-12-02,72.724,46353200,0.05694185281834744,0.02925197211176572,5,67.2522332061429,0.2495969229567843,124.95969229567842
1999-12-03,73.362,57974600,-0.006333118788988573,0.04203933723962136,5,68.9414462780779,0.24326380416779572,124.32638041677957
1999-12-06,73.89,43836300,0.01181767186018281,0.00869208137640371,5,73.12705682981066,0.25508147602797854,125.50814760279785
1999-12-07,73.3,43695900,-0.00932202615623457,0.02633914138141937,5,68.2689033707139,0.24575944987174397,124.5759449871744
1999-12-08,71.824,40959600,-0.012371989736660536,0.044327313242879446,5,65.1966973823296,0.23338746013508344,123.33874601350834
1999-12-09,73.872,76155700,-0.005404985985282033,0.056821595974743976,5,65.8216357311179,0.2279824741498014,122.79824741498014
1999-12-10,74.152,42348900,-0.01837382376398272,0.018997588586843365,5,60.73296734210919,0.2096086503858187,120.96086503858187
1999-12-13,73.0,42077400,-0.0022297778975912106,0.031831109174341975,5,58.39578394386134,0.20737887248822748,120.73788724882274
1999-12-14,70.80199999999999,89355900,-0.03673370143279091,0.04380155573085882,5,56.1255227874452,0.17064517105543658,117.06451710554366
1999-12-15,73.014,97124600,0.02897111651766896,0.04929323680967129,5,56.457934798952536,0.19961628757310554,119.96162875731056
1999-12-16,74.426,78691100,0.013005149263093454,0.04099061422456634,5,57.37261419060123,0.212621436836199,121.2621436836199
1999-12-17,75.15,66394000,-0.013659713356418435,0.024816581065835126,5,58.510915366537155,0.19896172347978056,119.89617234797805
1999-12-20,75.55,36030600,0.012311996933875354,0.04162018749563284,5,62.82581165157509,0.2112737204136559,121.12737204136559
1999-12-21,78.162,44195100,0.03427043938165294,0.010140743638459834,5,64.41871992460489,0.24554415979530886,124.55441597953087
1999-12-22,77.5,29860500,-0.013166689134897634,0.026872385472630374,5,56.960281207821936,0.23237747066041123,123.23774706604111
1999-12-23,77.19,32295000,-0.00228659289574524,0.05307953297794941,5,56.37541548992901,0.230090877764666,123.0090877764666
1999-12-27,74.626,35785900,-0.03258354034830362,0.03972479084619268,5,52.48209140798563,0.19750733741636237,119.75073374163622
1999-12-28,74.25,25963900,-0.0046158817185408835,0.008050922753071149,5,52.938347410666005,0.19289145569782148,119.28914556978214
1999-12-29,75.314,17975700,0.014873823235092426,0.022202917503506985,5,56.69029027063865,0.2077652789329139,120.77652789329139
1999-12-30,74.362,23469700,-0.01603567645890646,0.02941787196620501,5,54.56638314573392,0.19172960247400744,119.17296024740074
1999-12-31,74.314,16140200,7.77788721594188E-4,0.02500531977456949,5,55.363633016475525,0.19250739119560162,119.25073911956017
2000-01-03,79.138,52064200,0.03665892763476976,0.04626509434220864,5,64.22346913095444,0.22916631883037136,122.91663188303714
2000-01-04,74.374,52892800,-0.028861776042848543,0.019574491665510937,5,59.62633072772627,0.20030454278752283,120.03045427875227
2000-01-05,72.612,81931200,0.009599787179073014,0.010083193263022327,5,56.60139554338808,0.20990432996659583,120.99043299665959
2000-01-06,68.75,59092900,-0.04756434503311918,0.05439428789486137,5,48.578239694690055,0.16233998493347665,116.23399849334766
2000-01-07,70.976,50045900,0.034314968607025764,0.013060360967721209,5,50.51805451280145,0.19665495354050241,119.66549535405025
2000-01-10,71.488,48707100,-0.004812618276318227,0.04116459123234282,5,51.69454117695992,0.19184233526418418,119.18423352641842
2000-01-11,68.886,41495400,-0.02320754611784571,0.013411714647150012,5,43.078349129604405,0.16863478914633848,116.86347891463384
2000-01-12,66.65,57452300,-0.026002114362784552,0.05717230857724831,5,41.61974896096122,0.14263267478355393,114.2632674783554
2000-01-13,70.076,65287000,0.02858678240058632,0.010408441366904532,5,44.881506663569795,0.17121945718414025,117.12194571841404
2000-01-14,72.252,55810700,0.025903853762274685,0.04672221055444845,5,50.908567972675044,0.19712331094641494,119.7123310946415
2000-01-18,73.638,56207300,0.015145327056140075,0.02392808264878518,5,53.15256647948752,0.21226863800255502,121.22686380025552
2000-01-19,72.988,67171000,-0.001710115183963043,0.028259468546678178,5,50.50184441652233,0.21055852281859197,121.0558522818592
2000-01-20,73.7,65300000,-0.034862021995883986,0.0394093484335497,5,51.11315325708615,0.175696500822708,117.56965008227081
2000-01-21,71.95,57089300,-0.027247321498706224,0.011675675398951793,5,48.65543053983321,0.14844917932400176,114.84491793240016
2000-01-24,70.976,70575600,-0.031004442247621257,0.04649941893653896,5,41.39555027642238,0.1174447370763805,111.74447370763805
2000-01-25,73.338,49681400,0.04412401592589007,0.07144237521275301,5,48.80465637831203,0.16156875300227058,116.15687530022707
2000-01-26,70.4,38801900,-0.028387460636742384,0.02210997729603259,5,46.55920788088025,0.1331812923655282,113.31812923655282
2000-01-27,70.226,45686900,-0.012225120310273719,0.033739535112554495,5,50.396664914229966,0.12095617205525448,112.09561720552546
2000-01-28,66.838,50509200,-0.03576100363267297,0.026812880992289304,5,43.26160558995692,0.08519516842258151,108.51951684225816
2000-01-31,67.848,56084400,0.021396291265668485,0.031150246199662526,5,42.63376505948875,0.10659145968825,110.659145968825
2000-02-01,69.026,54091800,0.00631772805801076,0.030049311570035337,5,48.54585527952039,0.11290918774626076,111.29091877462606
2000-02-02,68.824,45476900,5.68498442691747E-4,0.02048049796857978,5,51.17102104054744,0.1134776861889525,111.34776861889526
2000-02-03,73.95,77573200,0.025746084164521864,0.028381684749970527,5,52.488194112299865,0.13922377035347436,113.92237703534744
2000-02-04,74.44800000000001,46315500,3.163616190655541E-4,0.033877241458851876,5,49.1676418095523,0.13954013197253992,113.954013197254
2000-02-07,75.01,37551400,0.008803712256643998,0.05579390203377569,5,46.78835755594726,0.14834384422918392,114.8343844229184
2000-02-08,77.84,56504500,0.039144945523950224,0.04820560654802693,5,52.61327640534908,0.18748878975313416,118.7488789753134
2000-02-09,75.962,44932300,-0.012445225701840807,0.023974530430684683,5,50.30388641638345,0.17504356405129334,117.50435640512933
2000-02-10,77.488,45156500,0.028448378758562577,0.06261556930776858,5,57.0639727228403,0.2034919428098559,120.34919428098559
2000-02-11,76.076,76333200,-0.01408547993381164,0.04585484713382554,5,59.17148985563072,0.18940646287604426,118.94064628760444
2000-02-14,78.224,54692600,0.029890762120878923,0.07988321343482058,5,57.39065876395396,0.2192972249969232,121.92972249969232
2000-02-15,78.124,51550700,-0.0030592903700992187,0.026720459978144782,5,61.84542474501012,0.21623793462682397,121.6237934626824
2000-02-16,76.898,46152700,-0.008267070664373665,0.02670205775979726,5,61.33465704115529,0.20797086396245032,120.79708639624502
2000-02-17,77.374,52723600,-0.0017762189309561028,0.02969625851998982,5,66.47048084383536,0.2061946450314942,120.61946450314942
2000-02-18,76.288,55569500,0.0028698355450564594,0.07733712225895238,5,63.18647813401867,0.20906448057655067,120.90644805765507
2000-02-22,75.69800000000001,46445900,0.008215123727095973,0.027127007089751052,5,59.69168710251792,0.21727960430364665,121.72796043036467
2000-02-23,77.576,53119500,0.02454592758150046,0.03755007766701624,5,61.693775383641956,0.2418255318851471,124.1825531885147
2000-02-24,77.24,46651600,-0.006455802809312803,0.021944455018758042,5,55.24464440196431,0.2353697290758343,123.53697290758343
2000-02-25,74.5,45782100,-0.02757955053033667,0.032498553230895955,5,49.418311385639505,0.20779017854549764,120.77901785454976
2000-02-28,73.812,51557500,-0.00697477208046301,0.03521807269535348,5,46.10944652282232,0.20081540646503462,120.08154064650347
2000-02-29,75.274,44450700,0.01800628817959756,0.03408349399468413,5,43.887482862881626,0.2188216946446322,121.88216946446322
2000-03-01,77.926,72712900,0.014567204689190993,0.051725931538877286,5,48.172020627750044,0.23338889933382317,123.33888993338232
2000-03-02,75.024,66893800,-0.03266764632971266,0.03286169745849509,5,43.250296496063335,0.2007212530041105,120.07212530041105
2000-03-03,77.4,63691000,0.017373007025952215,0.020231710437043898,5,47.49002354523159,0.21809426003006271,121.80942600300627
2000-03-06,77.25,68479900,-0.004338801992317674,0.03376510342148094,5,47.62540948674792,0.21375545803774504,121.3755458037745
2000-03-07,83.51,91076000,0.02873158449378089,0.07750191313162913,5,54.803541392239325,0.24248704253152592,124.2487042531526
2000-03-08,83.738,63633600,-0.0019374789886442833,0.02115957582766811,5,56.646350640576564,0.24054956354288165,124.05495635428817
2000-03-09,89.898,63573900,0.08721853860469511,0.06340533959931223,5,61.80589752844355,0.3277681021475768,132.7768102147577
2000-03-10,92.726,61655200,0.027908014331471026,0.05465568027493,5,63.992363651383144,0.35567611647904784,135.56761164790478
2000-03-13,97.084,48163600,0.09581751100695035,0.1697180505196546,5,63.425468474111184,0.4514936274859982,145.14936274859983
2000-03-14,86.62,51610800,-0.08690141711441854,0.0992149097356269,5,52.788206042009804,0.36459221037157963,136.459221037158
2000-03-15,86.04400000000001,42909800,-0.02028236925332166,0.0483568667172126,5,52.862483427701704,0.34430984111825796,134.43098411182578
2000-03-16,85.308,56503200,-0.010075208199769491,0.07674440479026161,5,56.333799652885794,0.3342346329184885,133.42346329184883
2000-03-17,87.812,52404700,0.034998173143400584,0.03770217242594791,5,59.3560453828116,0.3692328060618891,136.9232806061889
2000-03-20,87.624,35971400,0.002657255239408238,0.03370032111745692,5,57.44465007493339,0.3718900613012973,137.18900613012974
2000-03-21,91.952,68430800,0.04714108660006486,0.06728363956892469,5,61.67389266914297,0.4190311479013622,141.90311479013621
2000-03-22,94.238,68894700,0.024566963358180018,0.03772001337178749,5,66.04641743096818,0.44359811125954224,144.35981112595422
2000-03-23,94.7,88061500,0.004528862051410887,0.031661353848902646,5,63.460130098827506,0.44812697331095314,144.8126973310953
2000-03-24,94.05199999999999,73622200,-0.017320642878022298,0.01787334500741793,5,64.36395421307365,0.4308063304329308,143.0806330432931
2000-03-27,91.6,65995300,-0.013714915540516173,0.03421065665938687,5,58.4135915189611,0.41709141489241464,141.70914148924146
2000-03-28,89.852,51051100,-0.007229016996425403,0.027082141288107466,5,57.34096214754968,0.4098623978959892,140.98623978959893
2000-03-29,87.876,45014500,-0.028872166196622494,0.032913033551792356,5,50.300753396276164,0.38099023169936674,138.0990231699367
2000-03-30,86.086,49399100,0.02108299723147482,0.07349752659228974,5,50.268577814565106,0.4020732289308416,140.20732289308415
2000-03-31,90.50800000000001,47983800,0.023257306164323914,0.035502611507016564,5,51.16603400878439,0.4253305350951655,142.53305350951655
2000-04-03,85.3,143283000,-0.024987705798103214,0.03541319662990209,5,52.39152120565325,0.4003428292970623,140.03428292970622
2000-04-04,83.188,120747900,-0.02754665338140805,0.037206285551285294,5,51.23057931179976,0.3727961759156542,137.27961759156543
2000-04-05,87.80199999999999,62500600,0.059121071139387825,0.09075790466648001,5,54.80961428253677,0.43191724705504203,143.1917247055042
2000-04-06,88.476,51508400,-0.014842558108806785,0.021373501035616776,5,53.66853997448521,0.41707468894623523,141.7074688946235
2000-04-07,93.29400000000001,57796800,0.03918213331045156,0.015471386140382638,5,57.85277200781984,0.4562568222566868,145.62568222566867
2000-04-10,88.438,45834900,-0.054671145149002995,0.029854883005312086,5,48.65029218446011,0.4015856771076838,140.15856771076838
2000-04-11,85.05199999999999,54989600,-0.00713422676029377,0.019530642905279567,5,43.49291260090295,0.39445145034739,139.445145034739
2000-04-12,79.962,100060200,-0.04998382686028021,0.08453013432067137,5,39.75090087200972,0.3444676234871098,134.446762348711
2000-04-13,77.5,78233100,-0.060111371876117946,0.07222795045130138,5,36.253527680803344,0.2843562516109919,128.43562516109918
2000-04-14,73.534,109706500,-0.028066834509510964,0.0339167893270024,5,34.14828538873938,0.2562894171014809,125.62894171014808
2000-04-17,78.348,82884400,0.09078645691683011,0.05638674225231531,5,38.77368409199617,0.347075874018311,134.70758740183112
2000-04-18,85.3,69386600,0.0774828870949134,0.047419400262848244,5,46.33122562260651,0.42455876111322444,142.45587611132245
2000-04-19,81.912,42407700,-0.045668100253872815,0.017956949510065125,5,44.73553135418349,0.37889066085935164,137.88906608593516
2000-04-20,81.814,41642000,-0.009405899503594236,0.031159910022857007,5,41.44341289643267,0.3694847613557574,136.94847613557576
2000-04-24,78.912,174236200,0.020799839832037065,0.026043050577750387,5,42.78025528910172,0.3902846011877945,139.02846011877946
2000-04-25,84.524,97285100,0.04012854749683216,0.027627452737724593,5,48.354770621966644,0.43041314868462666,143.04131486846265
2000-04-26,81.838,76368500,-0.0352679008651102,0.028139318216627768,5,43.900687520260774,0.39514524781951643,139.51452478195162
