trade_date,avg_portfolio_price,total_volume,avg_daily_return,portfolio_volatility,active_stocks,avg_rsi,cumulative_return,portfolio_value_normalized
2000-04-27,85.138,60699100,0.08147205255387073,0.046852600834830886,5,45.53235944043554,0.4766173003733872,147.6617300373387
2000-04-28,85.126,56420500,-0.006906826260672343,0.025557272860320602,5,41.572550856567155,0.4697104741127148,146.97104741127148
2000-05-01,87.614,70808300,0.016830258279833105,0.031208818660710406,5,48.26117809992434,0.4865407323925479,148.65407323925479
2000-05-02,84.362,65025300,-0.0317757082510885,0.026921614595736946,5,48.36363358476626,0.4547650241414594,145.47650241414593
2000-05-03,82.9,42960000,-0.01595193928772788,0.013159209820293354,5,51.707020417201626,0.43881308485373155,143.88130848537315
2000-05-04,82.85,34402200,0.0030849562513839577,0.02441037145064411,5,55.410822342888935,0.4418980411051155,144.18980411051155
2000-05-05,85.374,29112500,0.03524902789615536,0.024604505627451062,5,62.35227264937707,0.47714706900127085,147.71470690012708
2000-05-08,82.69000000000001,27361200,-0.014488213899169548,0.0024238339334083352,5,54.79677175776446,0.4626588551021013,146.26588551021013
2000-05-09,80.1,42976700,-0.032817665986485035,0.017866240517870658,5,44.315683448515465,0.42984118911561625,142.9841189115616
2000-05-10,75.526,54861700,-0.03749260514454911,0.03216185067210225,5,42.89717336119618,0.39234858397106714,139.23485839710673
2000-05-11,79.112,44908900,0.03170405817771965,0.027490087449868576,5,47.05842415538005,0.4240526421487868,142.40526421487866
2000-05-12,79.124,29773900,-0.013689572642287224,0.027516946019311248,5,51.8232570049925,0.4103630695064996,141.03630695064996
2000-05-15,79.436,30527400,0.012443870963637436,0.052566635990850395,5,46.24555731716537,0.422806940470137,142.2806940470137
2000-05-16,83.35,39383700,0.023788050072863286,0.02203300671787593,5,53.279513913396556,0.4465949905430003,144.65949905430003
2000-05-17,85.112,44515500,0.02223240156250233,0.06576361878407169,5,49.82321862959552,0.4688273921055026,146.88273921055026
2000-05-18,82.364,38647000,-0.03984452624635593,0.03708355515100918,5,45.74378068486358,0.4289828658591467,142.89828658591466
2000-05-19,79.52000000000001,48852700,-0.018028075766114378,0.028557414758011726,5,38.51271756663874,0.4109547900930323,141.09547900930323
2000-05-22,79.062,55581600,-0.005929354533279346,0.04754052279955529,5,40.814805424898985,0.40502543555975296,140.50254355597528
2000-05-23,75.81800000000001,47120800,-0.034687451908079654,0.03754839245107627,5,38.40589641685244,0.3703379836516733,137.03379836516734
2000-05-24,76.2,71595500,0.014356728252301724,0.028708442535954212,5,40.206087444886016,0.38469471190397503,138.46947119039748
2000-05-25,73.97999999999999,67644600,-0.03796181679472841,0.02715048340211228,5,34.25968609895256,0.3467328951092466,134.67328951092466
2000-05-26,74.762,37603200,0.005665482595235635,0.02719004503001854,5,37.80883298037882,0.35239837770448224,135.23983777044825
2000-05-30,79.718,52110200,0.04526387293749699,0.04963091595035092,5,46.718226860340295,0.39766225064197924,139.76622506419793
2000-05-31,78.186,43137000,-0.017063918708393317,0.029730529440877153,5,49.61686387131433,0.38059833193358594,138.0598331933586
2000-06-01,81.034,67626700,0.026343260790553814,0.03731685828563258,5,48.84073534071803,0.40694159272413977,140.69415927241397
2000-06-02,87.696,60920800,0.03938949715201571,0.0573471094080762,5,54.21370908057264,0.4463310898761555,144.63310898761554
2000-06-05,87.64200000000001,50258800,0.004003388196019371,0.018678050973833807,5,53.84530956171684,0.45033447807217486,145.0334478072175
2000-06-06,86.2,64359300,-0.022255348146206867,0.037378805909548576,5,49.92902113826058,0.42807912992596797,142.8079129925968
2000-06-07,85.574,50309400,-0.0035366060514383096,0.02943013059518206,5,50.239479842340785,0.4245425238745297,142.45425238745298
2000-06-08,85.106,57756700,-0.025925358080605233,0.01046802369417743,5,52.592406646154586,0.3986171657939244,139.86171657939244
2000-06-09,86.38,25789000,-0.0011106939395916665,0.009276898733023788,5,57.50925763650115,0.39750647185433274,139.75064718543328
2000-06-12,83.02000000000001,35321400,-0.04718277631454327,0.017260303965398554,5,54.424978646272486,0.3503236955397895,135.03236955397895
2000-06-13,85.25399999999999,34136200,0.03083558712612039,0.018666472583763864,5,61.52269890508897,0.38115928266590987,138.11592826659097
2000-06-14,83.586,51600800,-0.03066233392763711,0.02662376966579555,5,58.44059715281228,0.35049694873827275,135.04969487382726
2000-06-15,84.806,44150800,0.010554405808390515,0.01707657717992538,5,64.1777692959491,0.36105135454666326,136.10513545466634
2000-06-16,88.41,44915300,0.019992947826485436,0.0763840697983237,5,64.49183183706484,0.3810443023731487,138.10443023731486
2000-06-19,93.306,37990300,0.055339523573303594,0.053506260690837124,5,62.65395161853663,0.43638382594645225,143.63838259464524
2000-06-20,94.114,46659300,0.0026879951176828195,0.021886301136401012,5,67.00783605303056,0.43907182106413506,143.9071821064135
2000-06-21,90.056,93078200,0.06769708632201264,0.04226110831097378,5,60.247466446235784,0.5067689073861477,150.67689073861476
2000-06-22,86.074,67179200,-0.04495979889577459,0.02809363927079291,5,48.04453363832058,0.46180910849037304,146.1809108490373
2000-06-23,79.798,84450200,-0.0501786708753581,0.020635090448078954,5,42.42079384937629,0.41163043761501494,141.1630437615015
2000-06-26,84.144,52834700,0.01941348779548865,0.05332535194403326,5,44.99572224103397,0.43104392541050357,143.10439254105037
2000-06-27,64.512,41471800,-0.023180876428297435,0.07698728706976271,5,38.522756890548166,0.40786304898220616,140.7863048982206
2000-06-28,64.09,45625600,-0.008625785984799753,0.036286088903613095,5,40.077386511029445,0.3992372629974064,139.92372629974062
2000-06-29,60.089999999999996,42744100,-0.0422848713591602,0.05061716151608509,5,36.441802767741194,0.3569523916382462,135.69523916382462
2000-06-30,61.9,48646400,0.010993664855544196,0.025456970284475796,5,40.589324344137445,0.3679460564937904,136.79460564937904
2000-07-03,63.138,13829100,0.016857411059974903,0.05013561668058713,5,40.89570530450169,0.3848034675537653,138.48034675537653
2000-07-05,59.288,38524800,-0.03231327282128355,0.04174151692015946,5,38.83148187820719,0.3524901947324818,135.24901947324815
2000-07-06,60.838,44241400,0.01812563376291749,0.03490696440150673,5,39.213003791129566,0.37061582849539926,137.06158284953995
2000-07-07,62.552,41601900,0.013731181508051133,0.03268576640741311,5,39.78037601458623,0.3843470100034504,138.43470100034506
2000-07-10,63.564,44252500,0.011975422019820967,0.04769731194768101,5,35.64533243753812,0.3963224320232714,139.63224320232715
2000-07-11,63.763999999999996,41828900,0.006133930630351561,0.055685166444599817,5,33.34605446296323,0.40245636265362295,140.2456362653623
2000-07-12,65.312,49357400,0.003884056211561876,0.01640043832904987,5,38.385861861967854,0.4063404188651848,140.6340418865185
2000-07-13,66.264,61954200,0.005697844162447535,0.04065684309496478,5,41.25372910338509,0.41203826302763236,141.20382630276325
2000-07-14,68.614,55468900,0.03545198674974909,0.07908723677586356,5,53.30117868208997,0.44749024977738144,144.74902497773815
2000-07-17,68.376,42131300,-0.008667782850031534,0.024975974563801785,5,48.662269099358824,0.4388224669273499,143.88224669273498
2000-07-18,68.012,53082900,0.02000110834107783,0.0257466240474758,5,56.54899412002129,0.4588235752684277,145.88235752684278
2000-07-19,64.788,90768000,-0.02046176803181338,0.028150002860028837,5,50.169166952236125,0.43836180723661433,143.83618072366144
2000-07-20,65.038,51337100,2.636441628610556E-4,0.024547454120814362,5,57.003494179785754,0.4386254513994754,143.86254513994754
2000-07-21,63.364,42114100,-0.015384947506704097,0.03039935929220448,5,51.61894032150917,0.4232405038927713,142.32405038927715
2000-07-24,59.65,47675100,-0.059053835079533934,0.03360352523997659,5,43.81151545088534,0.36418666881323736,136.41866688132373
2000-07-25,59.364,68635300,-0.012359172636480328,0.02831323070237794,5,48.664695903118584,0.351827496176757,135.1827496176757
2000-07-26,57.386,68114300,-0.018277600395520645,0.03886856748873657,5,42.629090218162325,0.3335498957812364,133.35498957812365
2000-07-27,55.1,75935700,-0.006003393821644517,0.038781420995207386,5,36.91951473136744,0.3275465019595919,132.7546501959592
2000-07-28,54.6,63498900,-0.026023232161701125,0.0361846725136932,5,34.08069522910128,0.3015232697978908,130.15232697978908
2000-07-31,56.55,52713700,0.016955940091495127,0.024983079313711683,5,37.06907079772898,0.31847920988938594,131.8479209889386
2000-08-01,54.962,40598200,-0.02629861215303923,0.019915356756190838,5,31.998324474974908,0.2921805977363467,129.21805977363468
2000-08-02,53.986000000000004,43426100,-0.007613768085135819,0.042332142013028366,5,30.122814712349008,0.2845668296512109,128.4566829651211
2000-08-03,55.576,50140700,0.08568934334997468,0.051732585800878625,5,26.4681272496685,0.3702561730011856,137.02561730011854
2000-08-04,55.1,35987000,-0.016898227180315403,0.02804324339127974,5,27.006270090202527,0.35335794582087016,135.33579458208703
2000-08-07,57.1,42716400,0.04010559249500043,0.03789750853302915,5,31.16403333003218,0.3934635383158706,139.34635383158707
2000-08-08,56.462,84189200,-0.008927347930976767,0.045681020233635274,5,37.145060865838545,0.38453619038489384,138.4536190384894
2000-08-09,55.926,53763400,-0.02138138136915377,0.02240764975287833,5,34.589039448443046,0.36315480901574004,136.315480901574
2000-08-10,54.724000000000004,43004800,-0.015924924045408774,0.03386599625090407,5,34.90223380571706,0.34722988497033125,134.72298849703313
2000-08-11,55.202,39170800,0.02848603842878149,0.049778747877425464,5,43.414864393305265,0.37571592339911275,137.57159233991126
2000-08-14,56.438,42278700,0.018186969632393336,0.033398925801393,5,46.446848727220306,0.3939028930315061,139.3902893031506
2000-08-15,58.164,38917800,0.03288045556109195,0.04976956728580172,5,52.64078608061175,0.42678334859259803,142.6783348592598
2000-08-16,59.3,41774200,0.0072564245022194215,0.02704822008533573,5,58.44407241633564,0.43403977309481745,143.40397730948175
2000-08-17,60.751999999999995,34965800,0.037244931268266925,0.03237104122738857,5,64.04009179687208,0.4712847043630844,147.12847043630845
2000-08-18,61.45,45503500,4.1695914950104637E-4,0.024223477787014048,5,61.009753685842874,0.47170166351258547,147.17016635125856
2000-08-21,61.0,31025700,-0.018634486612975273,0.02040390870915071,5,63.1137502757774,0.4530671768996102,145.306717689961
2000-08-22,52.938,43886400,-0.010260348947261858,0.031089780275175293,5,56.80138200970896,0.4428068279523483,144.28068279523484
2000-08-23,54.712,33618500,0.03998484033777803,0.03605583753446572,5,56.7759573428914,0.4827916682901264,148.27916682901264
2000-08-24,55.698,40841200,0.011242629822163053,0.017568152939654316,5,59.61516679245574,0.49403429811228944,149.40342981122893
2000-08-25,55.374,39512900,-7.864058695647182E-4,0.014839889694116312,5,55.92696178168027,0.4932478922427247,149.32478922427248
2000-08-28,56.2,49147600,0.013870743539037712,0.013990620143187811,5,54.66734516381298,0.5071186357817624,150.71186357817626
2000-08-29,56.464,45124500,0.004305049702135575,0.011332939150663053,5,56.59973171828385,0.5114236854838979,151.14236854838978
2000-08-30,57.188,49311300,0.009339144273036688,0.011475380913785136,5,58.88374980152419,0.5207628297569347,152.07628297569346
2000-08-31,57.775999999999996,58772800,0.006700929700461845,0.03800588832199384,5,58.34210350709075,0.5274637594573965,152.74637594573966
2000-09-01,58.426,32870200,-0.0025077786099009774,0.022485731236756137,5,58.19207029564816,0.5249559808474956,152.49559808474956
2000-09-05,58.525999999999996,51102400,0.0063823713986019045,0.06601782421692584,5,56.9321779850934,0.5313383522460975,153.13383522460975
2000-09-06,55.977999999999994,62184200,-0.046177176497183614,0.02777097984421928,5,49.858526371327834,0.4851611757489139,148.51611757489138
2000-09-07,57.338,76498700,0.006467983726304878,0.04703450302392363,5,48.863501512622726,0.49162915947521874,149.16291594752187
2000-09-08,55.302,43366800,-0.03351746569775956,0.013742144174252176,5,44.10572398290486,0.4581116937774592,145.81116937774593
2000-09-11,54.476,38646200,-0.004227243539743312,0.017799634403680015,5,43.39253775821875,0.4538844502377159,145.3884450237716
2000-09-12,53.824,36549700,-0.008607008067727243,0.009911819575911335,5,48.52452222948917,0.44527744216998866,144.52774421699885
2000-09-13,53.544000000000004,44112200,0.015856824739378238,0.009911127412696912,5,44.63546023991283,0.4611342669093669,146.1134266909367
2000-09-14,53.062,62871400,-0.018590321389912342,0.021598065437768706,5,40.270665687603035,0.44254394551945453,144.25439455194544
2000-09-15,52.338,71830700,-0.016567668285894874,0.02834469446975459,5,38.92289607829566,0.42597627723355963,142.59762772335597
2000-09-18,51.944,54208200,-0.00688307510658849,0.06120124192644779,5,36.0151553370015,0.41909320212697115,141.9093202126971
2000-09-19,52.976,63595100,0.0462574756621278,0.07409658739798543,5,40.59882874551426,0.46535067778909894,146.5350677789099
2000-09-20,51.81,58191300,-0.016993690378125974,0.036517339094749184,5,36.403151157103515,0.44835698741097296,144.8356987410973
2000-09-21,50.86,51302500,-0.015073359019345409,0.08550158803042414,5,34.50349614800645,0.43328362839162754,143.32836283916274
2000-09-22,50.802,84451900,0.07471144011384968,0.0396724614879344,5,34.00402704574424,0.5079950685054773,150.79950685054771
