trade_date,market_avg_price,market_avg_volume,market_avg_rsi,stocks_traded,buy_signals,sell_signals,oversold_count,overbought_count
2002-02-14,35.434000000000005,1.156304E7,45.97894253473855,5,2,3,0,0
2002-05-03,26.584000000000003,1.125014E7,41.272713050326864,5,1,4,0,0
2003-02-21,15.76,1.3044883333333334E7,53.62757156722836,6,5,1,1,1
2004-09-30,36.928749999999994,1.467645E7,62.58320393750899,8,7,1,0,2
2005-03-07,45.717499999999994,1.6269725E7,46.27994154428572,8,3,5,1,1
2006-08-15,74.34750000000001,1.69790125E7,62.27861018325321,8,5,3,0,2
2006-10-26,94.72000000000001,1.9802333375E7,66.20092519639786,8,7,1,0,4
2007-04-18,93.62750000000001,1.6538708375E7,58.966568418431414,8,5,3,0,1
2008-07-24,105.54875000000001,2.35314375E7,40.867050340769566,8,1,7,1,0
2009-09-21,115.3025,1.2105125E7,71.59900167792365,8,8,0,0,5
2010-05-17,141.68375,1.74792E7,40.03123157516371,8,1,7,1,0
2010-07-21,124.89888888888888,1.9830311111111112E7,59.64817926777779,9,6,3,0,1
2012-03-20,198.57777777777778,1.3034277777777778E7,61.38927518434821,9,8,1,0,2
2012-05-03,193.3377777777778,1.01182E7,44.70028461363485,9,3,6,2,1
2014-01-29,273.46100000000007,2.118265E7,46.004133856024694,10,4,6,0,1
2014-03-17,293.73099,1.276472E7,46.07681180882144,10,3,7,2,1
2015-11-25,218.94500000000002,8925422.9,54.353321149132285,10,7,3,0,1
2017-06-02,313.40999999999997,1.53818573E7,61.41092152913244,10,9,1,0,2
2017-09-20,317.814,2.00115869E7,57.48298780491439,10,8,2,1,2
2019-12-11,478.253,1.04562739E7,52.65000860431477,10,7,3,1,0
2020-04-09,526.725,2.44820818E7,66.15657993679898,10,10,0,0,2
2020-07-28,793.9860000000001,1.9388216E7,46.875188614649396,10,3,7,0,1
2020-11-10,709.92,3.4857065E7,48.31137697659558,10,2,8,0,0
2021-11-24,989.1719999999999,2.41633381E7,53.05185031494983,10,6,4,1,1
2022-03-09,786.604,3.49252149E7,39.4161038983322,10,2,8,1,0
2022-06-03,672.4939999999999,3.6688406E7,54.219133477068546,10,7,3,0,0
2024-02-29,349.70099999999996,5.49784459E7,56.73237076707676,10,8,2,1,0
2024-07-23,294.854,4.70572097E7,43.80662724327759,10,3,7,1,0
1999-12-01,69.026,8754520.0,66.90190450127662,5,5,0,0,1
2001-06-06,46.294,1.284032E7,50.1084210888409,5,3,2,1,0
2003-12-04,30.826666666666664,2.1373833333333332E7,44.64658089339142,6,3,3,0,0
2004-07-06,27.66714285714286,1.4107042857142856E7,50.435672359628654,7,4,3,0,0
2005-01-18,51.14375000000001,1.83985125E7,41.75093748633041,8,3,5,1,0
2007-07-27,110.66,2.51592625E7,44.691371492501524,8,2,6,2,0
2007-10-26,138.53500000000003,4.50167E7,57.1699371548356,8,4,4,0,3
2008-02-05,105.86993750000002,3.181715E7,38.26414548703528,8,2,6,3,0
2009-02-05,76.53875000000001,2.14124E7,64.54167216808396,8,8,0,0,3
2009-12-01,137.30249999999998,1.48215375E7,59.583995453659625,8,6,2,0,2
2012-05-16,187.56111111111113,1.4869744444444444E7,35.18807440591264,9,2,7,4,1
2013-07-15,216.738,1.171845E7,79.15080130974602,10,10,0,0,9
2015-06-26,226.544,2.56770505E7,56.757270175340864,10,5,5,0,1
2016-01-29,199.55799999999996,2.77924896E7,47.73596833984972,10,3,7,1,0
2017-03-24,263.467,1.39903947E7,55.913258296645765,10,5,5,0,2
2018-08-17,462.892,2.05569053E7,58.6386810215086,10,4,6,0,3
2018-12-31,382.6720000000001,2.23052155E7,40.88399862982212,10,2,8,1,0
2019-04-05,456.0279999999999,1.47554082E7,62.73015046597568,10,8,2,0,3
2019-04-22,466.63,1.23353362E7,66.76494841039003,10,8,2,0,5
2021-07-01,900.335,1.84692741E7,71.05082582951655,10,10,0,0,6
2021-10-22,908.344,2.13150792E7,76.44799442182969,10,8,2,0,7
2022-04-19,831.9559999999999,2.86173021E7,30.189821439380005,10,0,10,5,0
2022-07-22,229.497,4.1826352E7,63.04411853297628,10,8,2,1,6
2022-08-18,253.13299999999998,2.95276817E7,62.133649247234175,10,10,0,0,1
2023-04-17,195.833,3.62764785E7,56.58124235935759,10,8,2,0,1
2023-07-12,258.296,4.28297984E7,60.04522081664851,10,8,2,0,2
2025-05-21,371.523,6.30994766E7,66.5056354059108,10,9,1,0,5
2000-03-21,91.952,1.368616E7,61.67389266914297,5,5,0,0,0
2000-12-07,28.764,1.977924E7,25.166900330024493,5,0,5,4,0
2001-09-04,34.94199999999999,1.160626E7,34.97985023045929,5,0,5,2,0
2001-12-03,32.834,1.005474E7,58.3342479636017,5,4,1,0,0
2002-08-16,19.018333333333334,1.0471333333333334E7,53.6568816526565,6,5,1,0,0
2002-08-20,19.743333333333336,1.06393E7,59.13199527366486,6,6,0,0,1
2002-09-12,18.228333333333335,1.0316683333333334E7,34.848419409900316,6,2,4,2,0
2002-12-03,21.73333333333333,1.025295E7,63.49743214679967,6,5,1,0,1
2003-03-11,15.523333333333333,1.1745133333333334E7,47.986011591006424,6,4,2,0,1
2003-10-16,32.56666666666667,1.6432533333333334E7,74.5587067837731,6,6,0,0,3
2004-02-27,27.518333333333334,1.5315983333333334E7,40.14173372011978,6,2,4,1,0
2005-05-06,48.74875,1.323175E7,60.092265667282035,8,6,2,0,1
2005-05-26,55.01624999999999,1.52213875E7,77.36122444803271,8,8,0,0,5
2005-06-22,58.75875,1.41045375E7,46.15812501716022,8,5,3,1,0
2005-10-31,75.43249999999999,2.01307625E7,59.74344575855779,8,6,2,0,3
2006-08-28,75.90875000000001,1.3423133375E7,64.7229412990146,8,7,1,0,3
2007-04-13,92.36000000000001,1.4116808375E7,57.27564646438405,8,6,2,0,1
2008-03-17,94.26625,2.39286375E7,45.54763561545647,8,3,5,1,0
2010-02-22,131.09699999999998,1.11540375E7,56.13578238419994,8,7,1,0,0
2012-02-09,180.7722222222222,1.4505677777777778E7,74.49954955004638,9,8,1,0,6
2013-06-28,198.8765,2.286016E7,44.74685200676517,10,6,4,1,0
2013-07-30,215.38469999999998,2.822983E7,57.878514049779334,10,6,4,0,3
2014-03-13,294.6449999999999,1.565337E7,52.82724676364737,10,4,6,0,1
2014-10-28,180.07,2.04635414E7,46.16370941573579,10,7,3,2,0
2015-10-12,191.261,1.05228867E7,59.0773018264882,10,8,2,1,3
2016-01-26,197.65699999999998,1.8294328E7,34.787525175900285,10,0,10,3,0
2019-08-13,443.64099999999996,2.19237622E7,38.79787403297788,10,3,7,3,0
2019-11-13,469.2169999999999,1.58071858E7,70.46876304812928,10,8,2,0,5
2020-04-17,598.3030000000001,2.61479155E7,72.50935112367605,10,10,0,0,7
2020-08-12,835.367,2.27163318E7,61.99879554292448,10,7,3,0,3
2021-06-02,839.817,1.74585559E7,69.50646864422843,10,8,2,0,5
2021-09-29,871.1019999999999,2.25102521E7,38.00082731882004,10,3,7,3,0
2021-11-29,990.0319999999999,2.72002617E7,52.71076120636779,10,7,3,0,0
2022-02-07,853.7609999999999,3.5412406E7,42.66640513855685,10,4,6,1,0
2022-10-07,149.833,5.69804421E7,33.76985741116251,10,0,10,2,0
2022-10-20,153.894,4.75808485E7,50.90249528359019,10,4,6,1,0
2023-01-12,153.423,5.62062031E7,58.56611742798735,10,9,1,0,3
2023-04-11,194.23600000000002,3.86457533E7,54.180047715389534,10,7,3,0,0
2025-04-28,336.63700000000006,5.32177758E7,64.2487266898132,10,10,0,0,1
2000-03-29,87.876,9002900.0,50.300753396276164,5,3,2,0,0
2002-03-19,33.636,7634940.0,58.28463643324354,5,3,2,0,1
2002-04-02,30.452000000000005,1.241526E7,33.56484261717808,5,0,5,2,0
2002-12-16,21.02,9100350.0,42.659127895553944,6,1,5,0,0
2003-06-27,22.416166666666665,1.69834E7,57.25972280597812,6,4,2,0,1
2003-08-27,25.799999999999997,9106150.0,73.35815588616221,6,6,0,0,3
2003-10-07,30.151666666666667,1.65034E7,55.42138147810391,6,5,1,1,1
2004-02-04,33.315000000000005,1.7560116666666668E7,36.804217901050464,6,1,5,2,0
2004-04-12,30.488333333333333,9910333.333333334,73.79476323242535,6,6,0,0,4
2004-04-23,28.456666666666667,4.846275E7,44.763601225663145,6,2,4,1,1
2004-08-02,22.754285714285714,1.10626E7,37.425679266466595,7,2,5,3,0
2006-03-09,77.15625,1.61937125E7,43.10591360484774,8,3,5,3,0
2006-11-08,94.09125,2.0196775E7,69.99976166932004,8,7,1,0,4
2007-03-07,89.61749999999999,1.671955E7,37.24339939716678,8,1,7,2,0
2008-05-02,124.4825,2.133965E7,66.72103514290036,8,5,3,0,4
2008-09-12,99.38875000000002,2.47727875E7,33.77745723755265,8,1,7,3,0
2009-05-18,89.0775,1.53273875E7,48.24678724777324,8,4,4,1,0
2009-07-09,92.23375000000001,1.412155E7,42.152746873114715,8,1,7,0,0
2009-08-20,105.36,1.2149625E7,53.1274322969832,8,6,2,0,0
2012-08-14,183.65,1.292684E7,64.61988733260148,10,7,3,1,5
2013-02-19,201.95000000000002,1.51564E7,57.22152811135387,10,8,2,0,2
2013-04-30,190.9789,1.97442E7,58.09754753312926,10,8,2,1,2
2013-12-31,276.62579999999997,1.003652E7,57.87844193402575,10,9,1,0,0
2014-03-04,301.23300000000006,1.191749E7,62.185530316471144,10,10,0,0,2
2014-10-15,181.21,3.03625705E7,34.024048091398036,10,0,10,3,0
2016-11-15,226.612,1.74674885E7,36.11697510083579,10,2,8,3,0
2019-07-10,467.2170000000001,1.60821775E7,64.66203323059128,10,10,0,0,3
2019-10-08,429.55999999999995,1.43142612E7,38.883863245970815,10,1,9,2,0
2020-03-05,547.147,2.58716107E7,37.19617600820298,10,0,10,2,0
2020-03-06,537.9680000000001,3.30472763E7,34.633361772256855,10,0,10,3,0
2020-10-06,693.2639999999999,3.45270342E7,52.02703492696637,10,5,5,0,0
2020-10-28,696.7299999999999,3.47914677E7,39.48509523276963,10,0,10,2,0
2021-03-24,770.01,2.29460218E7,54.33391825395408,10,3,7,0,0
2023-08-15,248.48999999999995,3.51874432E7,41.919311467915975,10,2,8,3,0
2024-02-23,342.88599999999997,3.96972574E7,54.35449513471472,10,8,2,0,1
2024-03-27,359.613,3.45704184E7,51.76378077028362,10,6,4,1,1
2024-05-15,363.38599999999997,3.84279881E7,68.53326708632706,10,10,0,0,5
2000-09-06,55.977999999999994,1.243684E7,49.858526371327834,5,3,2,1,2
2001-03-09,32.510000000000005,1.64446E7,46.83911797540511,5,1,4,0,0
2001-11-14,32.34400000000001,1.883852E7,61.65597811668253,5,5,0,0,1
2003-03-21,18.226666666666667,2.0710966666666668E7,75.78562609377457,6,6,0,0,4
2004-06-18,29.175,2.6228783333333332E7,53.54421050425242,6,3,3,2,2
2004-06-22,28.985000000000003,2.2195383333333332E7,49.59636823758702,6,3,3,2,2
2006-06-22,77.46874999999999,1.8765708375E7,45.555376785622514,8,4,4,1,0
2009-07-29,100.84875,1.59711E7,70.53778965519032,8,7,1,0,3
2010-03-17,140.76,1.49179375E7,80.03830686531467,8,8,0,0,7
2010-08-04,130.26666666666668,1.7391511111111112E7,53.45434082639629,9,6,3,0,0
2011-05-23,168.85444444444445,1.2953744444444444E7,44.40153633351985,9,2,7,1,0
2011-07-20,190.04777777777775,1.4893E7,60.42260224310673,9,7,2,1,2
2013-04-19,177.3335,2.033503E7,44.463646659850426,10,3,7,2,0
2013-05-07,195.5187,1.704371E7,63.80452119426095,10,7,3,1,7
2013-05-08,198.07554999999996,1.884231E7,75.62861730061874,10,8,2,0,6
2013-07-03,204.268,6162510.0,54.028409630614746,10,8,2,0,1
2019-03-13,436.1429999999999,1.77813687E7,64.25109201525066,10,8,2,0,4
2019-11-19,475.674,1.89061507E7,72.17792036904375,10,9,1,0,6
2020-06-18,693.6339999999999,1.36695139E7,63.042667998853005,10,10,0,0,2
2021-03-09,769.4705,3.292317E7,35.76687493748846,10,1,9,1,0
2022-08-25,185.18599999999998,3.56510371E7,43.74669081159447,10,1,9,1,0
2023-09-18,250.44799999999995,3.72626741E7,53.97446675724025,10,4,6,0,1
2024-01-09,286.973,3.9569773E7,50.92688373649311,10,8,2,1,0
2024-02-27,345.54900000000004,3.46354538E7,57.20676948740105,10,7,3,1,2
2024-08-16,293.82,5.67075137E7,54.1119953156409,10,9,1,0,2
2025-02-21,362.957,5.41627514E7,42.339314979319425,10,2,8,4,0
2000-01-21,71.95,1.141786E7,48.65543053983321,5,3,2,0,1
2000-05-31,78.186,8627400.0,49.61686387131433,5,1,4,0,1
2001-05-04,46.974000000000004,1.742582E7,69.89672889719864,5,5,0,0,3
2001-05-29,45.28,1.291934E7,44.576308209074355,5,3,2,1,0
2002-03-25,31.502,9160220.0,37.367419580164366,5,0,5,1,0
2002-06-06,25.333333333333332,9808716.666666666,33.19149665416079,6,1,5,2,0
2003-07-24,23.668333333333333,1.6077383333333334E7,51.535672890975384,6,4,2,0,0
2003-09-24,27.786666666666665,2.0397883333333332E7,52.558422274849086,6,3,3,0,0
2004-06-29,28.840000000000003,1.3998642857142856E7,54.09585206075867,7,5,2,1,1
2004-11-29,48.102500000000006,1.84113875E7,58.902902946669165,8,6,2,2,3
2005-01-25,47.235,1.75240625E7,38.43260077653401,8,1,7,2,1
2005-02-16,52.26625,1.73716375E7,54.03160771583009,8,5,3,1,1
2005-06-30,58.730000000000004,1.81839375E7,45.25158110468851,8,3,5,1,0
2006-04-18,82.1875,1.87187875E7,49.47888893826385,8,3,5,1,0
2006-05-19,75.84125,2.95253375E7,32.39962548213322,8,1,7,4,0
2006-07-26,72.75125,2.6069595875E7,37.92024396330454,8,4,4,4,1
2006-11-01,91.43624999999999,2.01530125E7,58.166208611370294,8,5,3,1,3
2006-11-06,93.495,1.5480658375E7,64.3969252147975,8,7,1,0,3
2007-04-26,98.08498750000001,2.5930315E7,61.73685543578356,8,6,2,0,2
2008-01-24,116.60625,3.8958725E7,33.0371663639634,8,1,7,3,0
2008-10-13,81.77374999999999,3.40708625E7,38.407457286345725,8,1,7,2,0
2008-12-12,69.4975,2.11637875E7,66.99204833985006,8,7,1,0,2
2009-08-26,107.335,1.16627E7,59.99888296171793,8,6,2,0,0
2010-12-09,167.51,1.2952222222222222E7,64.71418383373502,9,8,1,0,2
2011-09-01,172.94555555555556,1.3790822222222222E7,49.771140629780334,9,7,2,0,0
2011-09-14,172.92666666666665,1.8408955555555556E7,61.59952573662301,9,8,1,0,1
2012-10-22,185.1231,2.065286E7,33.32131757694795,10,1,9,4,0
2013-06-06,200.01999999999998,1.449948E7,42.15214396387127,10,3,7,3,0
2014-11-28,180.69,8293466.3,55.2253639761406,10,5,5,1,3
2014-12-12,168.204,1.66812384E7,34.478567540769674,10,1,9,3,0
2015-01-22,179.59800000000004,1.71900661E7,50.69604821871161,10,7,3,1,1
2015-12-01,222.119,1.40293902E7,62.2656169272404,10,9,1,0,1
2016-07-13,219.74300000000002,1.09579251E7,61.524061003156405,10,10,0,0,2
2016-09-08,232.0885,2.04444136E7,48.885273884339796,10,5,5,1,1
2017-01-11,249.027,1.41156459E7,62.42546346653751,10,9,1,0,2
2017-09-18,317.37700000000007,2.10982549E7,63.28315300671234,10,7,3,0,3
2018-12-14,399.51300000000003,2.358341E7,57.69765431781157,10,3,7,0,2
2019-01-31,424.883,4.19899183E7,57.52206126972335,10,8,2,0,1
2019-05-24,431.9279999999999,1.20837686E7,30.433665519251793,10,0,10,5,0
2019-09-11,449.47400000000005,1.67738543E7,54.398952119267825,10,7,3,0,1
2020-03-25,485.506,3.51938296E7,41.44259710591524,10,3,7,0,0
2020-09-01,776.896,3.82125933E7,68.65810222139223,10,8,2,2,8
2024-01-19,302.056,5.15892756E7,58.72809374237214,10,8,2,1,3
2000-03-23,94.7,1.76123E7,63.460130098827506,5,5,0,0,0
2000-06-08,85.106,1.155134E7,52.592406646154586,5,4,1,0,0
2000-08-23,54.712,6723700.0,56.7759573428914,5,3,2,1,1
2000-10-27,40.714,1.909284E7,49.606070710308,5,2,3,0,1
2002-06-13,23.900000000000002,1.0765033333333334E7,25.762059978716525,6,1,5,4,0
2003-08-26,25.218333333333334,1.25651E7,72.4961226527765,6,5,1,0,3
2004-04-07,29.546666666666667,1.4606383333333334E7,65.14286370963161,6,6,0,0,1
2005-06-20,58.50125,1.5075325E7,52.94848624815263,8,5,3,1,1
2006-08-30,76.6575,1.2739875E7,69.51102200063593,8,8,0,0,5
2006-10-31,93.38625,1.6906108375E7,65.96752187198115,8,6,2,0,5
2006-12-11,95.5975,2.03479125E7,38.971263149757945,8,2,6,2,0
2007-10-24,138.92375,2.81986E7,63.414957638370765,8,5,3,0,3
2008-03-07,95.19,2.49240875E7,43.223013047570156,8,2,6,2,1
2008-11-21,56.63375,3.71249375E7,29.68057178028027,8,0,8,5,0
2008-12-29,65.1375,1.51664125E7,44.12895317167952,8,2,6,2,0
2009-12-07,135.69875,2.386395E7,52.77476641696833,8,6,2,1,2
2012-05-04,188.24388888888888,1.3855466666666666E7,43.07157173201961,9,1,8,2,1
2013-05-28,203.4023,1.820561E7,56.33475826826581,10,6,4,1,1
2016-10-21,242.70300000000003,2.26519203E7,57.64998173026005,10,7,3,0,2
2018-02-05,379.8450000000001,3.12193425E7,46.45052025541045,10,2,8,1,0
2018-06-21,456.13500000000005,2.10041358E7,63.12998900120577,10,8,2,0,3
2018-12-19,381.593,3.55047745E7,37.072953108761865,10,0,10,1,0
2019-08-09,439.871,2.18609375E7,40.50506039045006,10,2,8,2,0
2019-11-22,470.5950000000001,1.3513538E7,60.30323343738943,10,7,3,1,2
2019-12-16,487.83899999999994,1.70886917E7,59.2371062853421,10,8,2,0,2
2020-11-02,689.6269999999998,2.8097822E7,29.522053656891444,10,1,9,7,0
2021-04-28,864.567,3.41151903E7,53.88281771625354,10,7,3,1,0
2022-03-25,882.126,3.27100005E7,70.10521074363415,10,10,0,0,5
2022-06-16,397.079,4.61942657E7,35.59852689957304,10,0,10,1,0
2023-11-20,275.206,3.95445897E7,84.57135213927427,10,10,0,0,10
2025-01-13,348.261,4.46232735E7,41.18317122007393,10,1,9,2,0
1999-12-09,73.872,1.523114E7,65.8216357311179,5,5,0,0,1
2000-03-13,97.084,9632720.0,63.425468474111184,5,4,1,0,1
2000-09-14,53.062,1.257428E7,40.270665687603035,5,1,4,2,0
2000-10-02,44.489999999999995,1.744882E7,35.857510260216856,5,1,4,2,0
2000-10-12,36.94,1.934448E7,24.950477509448962,5,0,5,3,0
2001-10-15,27.082,1.201684E7,69.67502569839083,5,5,0,0,3
2002-03-06,35.31,1.216494E7,53.848215552090174,5,5,0,0,1
2002-04-15,29.248,9354860.0,43.094479482677414,5,1,4,1,0
2003-09-30,26.265,1.62378E7,45.09500657811171,6,1,5,1,0
2004-01-28,35.32666666666667,1.9217233333333332E7,48.907281987209764,6,1,5,0,0
2004-03-19,26.906666666666666,1.87773E7,42.07482997906714,6,4,2,1,0
2004-10-11,38.26875,1.02053125E7,55.73824034166738,8,6,2,0,1
2004-12-15,48.528125,1.95145875E7,58.13403161645348,8,7,1,1,2
2006-04-17,82.002625,1.546425E7,44.8790874634592,8,3,5,2,1
2006-05-23,76.01124999999999,1.9884795875E7,32.506881232298085,8,0,8,3,0
2006-09-26,82.72125000000001,1.84773125E7,69.31200591038167,8,7,1,0,3
2006-12-14,95.88000000000001,2.76777875E7,40.9934228818004,8,4,4,1,0
2007-05-24,99.99499999999998,2.028925E7,57.86737537090823,8,6,2,0,1
2007-08-27,108.95625000000001,1.2069445875E7,48.0191806373694,8,4,4,0,0
2007-10-03,123.2672,1.51028125E7,73.55714526082201,8,7,1,0,5
2007-10-19,132.72125,2.796975E7,58.34565571123201,8,6,2,0,1
2009-08-17,101.65625,1.289995E7,47.14212105103649,8,1,7,0,0
2010-02-05,127.33125,2.21605125E7,38.357251778156396,8,1,7,3,1
2011-02-07,175.74705555555553,1.5987433333333334E7,47.152456886129855,9,5,4,0,0
2011-12-06,164.40222222222224,1.1617422222222222E7,44.27206110464047,9,7,2,0,0
2012-03-01,188.23333333333335,1.66671E7,57.27493237908053,9,6,3,0,2
2012-03-16,194.1922222222222,1.5441722222222222E7,61.01342610379402,9,7,2,0,1
2012-06-04,165.43600000000004,1.481893E7,35.27720085376576,10,1,9,4,0
2013-01-30,193.50039999999996,1.993145E7,59.237640903554635,10,7,3,0,3
2013-11-07,248.7869,2.387114E7,42.68039940786902,10,4,6,3,0
2015-07-29,192.34099999999998,1.91239942E7,59.54248428251073,10,6,4,1,3
2015-12-08,220.371,1.33096705E7,66.63568352966556,10,10,0,0,3
2017-01-17,250.2,1.80506978E7,60.94351347681728,10,7,3,1,5
2017-02-24,262.73799999999994,1.49176767E7,67.37783280646008,10,8,2,0,5
2017-12-28,349.55800000000005,8045058.5,56.94520824792052,10,7,3,0,1
2018-07-24,466.8370000000001,1.76703509E7,69.1670670655611,10,8,2,0,6
2018-12-13,412.003,2.08660969E7,59.8523457438592,10,7,3,0,1
2019-01-10,411.829,2.43164742E7,58.473863037449505,10,9,1,0,1
2019-01-17,422.491,2.03101198E7,68.84685135076774,10,10,0,0,5
2019-07-16,468.521,1.51985577E7,73.2784735081413,10,9,1,0,6
2021-03-10,767.1939999999998,2.86857529E7,35.95764563172563,10,1,9,1,0
2021-03-15,781.981,2.23297976E7,45.8329897104747,10,3,7,0,0
2022-09-12,178.262,4.05131517E7,40.615681925646086,10,3,7,1,0
2022-10-24,158.78,4.89247973E7,45.85240354980075,10,7,3,1,0
2023-02-15,185.949,4.98000519E7,61.71007161104266,10,9,1,0,1
2025-03-10,313.13800000000003,8.31931324E7,21.852115702603133,10,0,10,9,0
2025-05-16,376.288,5.57674147E7,75.17461038283027,10,10,0,0,6
2000-02-09,75.962,8986460.0,50.30388641638345,5,3,2,0,0
2001-02-20,32.564,1.055624E7,36.13772110613475,5,1,4,2,0
2001-04-18,41.974000000000004,2.939726E7,60.9686237710127,5,5,0,0,2
2001-11-05,29.942,1.239752E7,55.072862718079534,5,4,1,0,0
2002-05-02,27.314,1.303332E7,45.15735560438053,5,1,4,0,1
2002-07-25,17.851666666666667,2.0144583333333332E7,29.327007556020728,6,0,6,3,0
2003-06-26,22.69333333333333,1.3520933333333334E7,57.98038390817535,6,4,2,0,3
2004-01-06,33.89666666666667,1.4915783333333334E7,73.48292809271042,6,6,0,0,4
2004-02-09,34.94116666666667,1.1824683333333334E7,37.761180478259725,6,1,5,2,0
2004-03-29,28.41666666666667,1.43721E7,58.67022073024907,6,5,1,0,1
2004-04-30,25.935,1.7013783333333332E7,28.043798817096796,6,1,5,3,0
2004-07-14,26.344285714285714,2.159937142857143E7,35.047657582041595,7,0,7,2,0
2005-10-20,66.405,1.98132875E7,42.06439293598548,8,3,5,2,0
2006-01-31,92.0625125,2.48344375E7,55.02585729894399,8,5,3,0,0
2008-06-04,125.35000000000001,2.195895E7,53.32474590979609,8,5,3,1,0
2009-12-08,135.57999999999998,1.80576875E7,49.060321233019465,8,4,4,2,1
2010-10-07,143.82000000000002,1.3953211111111112E7,56.24219764359001,9,4,5,0,2
2011-09-13,171.17888888888888,1.33856E7,59.09569715679246,9,8,1,0,1
2011-12-19,158.365,1.1330888888888888E7,46.65770467521299,9,2,7,1,1
2012-11-05,182.27511,1.1529578E7,46.31474338316447,10,5,5,3,1
2012-12-10,181.02608999999998,1.531907E7,63.02694833181472,10,9,1,0,4
2015-04-14,195.44650000000001,1.02273704E7,46.36591584352669,10,7,3,1,0
2017-11-30,345.847,1.84828604E7,48.321424418558955,10,2,8,0,0
2018-09-06,471.3469999999999,2.85847923E7,54.33895399304485,10,5,5,2,1
2018-09-13,479.03000000000003,4.31546195E7,57.316278175798246,10,7,3,0,1
2019-02-25,420.821,1.67749929E7,53.99267942796106,10,9,1,0,1
2019-10-30,461.76800000000014,1.89359089E7,68.94016293002235,10,10,0,0,4
2020-09-09,712.558,4.21560265E7,46.48492610017325,10,2,8,2,0
2021-03-26,764.43,2.44793733E7,58.638063764184984,10,2,8,0,0
2022-06-17,402.146,5.35654536E7,31.558164037573523,10,0,10,4,0
2022-12-21,147.451,4.51801132E7,31.443599479176406,10,1,9,5,0
2023-01-25,165.30700000000002,6.00317599E7,74.59209526553914,10,10,0,0,7
2023-06-26,241.61900000000006,5.05192393E7,51.55265656964425,10,6,4,0,0
2023-12-29,285.52900000000005,3.43293499E7,62.708546874776104,10,9,1,0,3
2024-06-06,392.047,3.19003253E7,57.42834170957515,10,9,1,1,1
2024-12-18,360.878,6.6358963E7,58.40340895278395,10,5,5,1,2
2025-03-14,324.31100000000004,5.77246074E7,35.12757037071093,10,0,10,2,0
2000-03-27,91.6,1.319906E7,58.4135915189611,5,4,1,0,0
2000-05-30,79.718,1.042204E7,46.718226860340295,5,2,3,0,0
2000-07-18,68.012,1.061658E7,56.54899412002129,5,3,2,0,0
2000-11-08,42.902,2.424166E7,57.75349835651781,5,4,1,0,0
2002-01-16,35.694,1.541392E7,46.68742656637888,5,1,4,0,0
2002-01-28,37.388,1.225844E7,45.326685916746584,5,3,2,1,0
2002-11-22,21.968333333333334,1.51995E7,56.81461624812756,6,6,0,0,1
2003-03-05,15.760000000000003,1.1761816666666666E7,56.04872608849613,6,4,2,1,1
2003-10-28,32.876666666666665,1.815385E7,62.03216795026115,6,5,1,0,3
2004-03-18,27.041666666666668,2.5705883333333332E7,44.60960417936838,6,4,2,1,0
2008-02-08,106.66375000000001,3.022985E7,40.725945887658845,8,1,7,2,1
2009-06-30,95.765,1.7181575E7,47.28061975091162,8,5,3,1,0
2011-08-08,167.83222222222224,3.1126266666666668E7,28.003672536557335,9,0,9,5,0
2012-01-03,167.05277777777778,1.3411677777777778E7,49.31242933125944,9,5,4,2,1
2012-08-15,184.26500000000004,1.208941E7,66.79144874886688,10,9,1,1,5
2014-08-15,193.164,1.893257E7,60.256451769679394,10,8,2,0,3
2015-01-29,179.34099999999998,2.5572995E7,52.47314179615845,10,7,3,1,1
2015-03-18,191.1175,1.85017492E7,42.21594274350089,10,6,4,2,0
2016-09-01,229.70700000000002,1.41915852E7,42.734383689904334,10,5,5,3,0
2018-10-08,455.2750000000001,2.43144855E7,41.2828521308232,10,1,9,1,0
2019-03-27,439.95299999999986,1.94293133E7,60.35056624597464,10,5,5,0,4
2019-06-05,414.122,2.03922254E7,38.75476680894181,10,4,6,4,0
2020-05-27,637.0200000000001,2.69208815E7,60.12043314825746,10,7,3,0,1
2022-01-06,910.3520000000001,3.24399793E7,42.716104528609094,10,1,9,1,0
2022-02-03,821.969,5.29754638E7,39.03452276538434,10,2,8,2,0
2023-06-05,237.88700000000003,5.02659272E7,76.31203618471955,10,10,0,0,9
2023-07-10,251.763,4.39194675E7,49.37466671349101,10,6,4,0,0
2023-08-17,240.38049999999998,4.28186881E7,29.464675556005325,10,1,9,5,0
2024-03-19,358.557,3.70378079E7,53.607506129679166,10,7,3,1,0
2024-04-01,360.11699999999996,3.31975299E7,56.66784035927632,10,6,4,0,2
2000-06-26,84.144,1.056694E7,44.99572224103397,5,2,3,2,1
2000-12-29,24.080000000000002,1.590008E7,33.8953866435848,5,0,5,2,0
2002-10-30,19.036666666666665,1.2458966666666666E7,67.097759123742,6,6,0,0,2
2003-06-13,20.898333333333333,1.5576166666666666E7,48.76416077716317,6,2,4,0,0
2005-12-29,86.7075,1.05274625E7,48.82504809216859,8,4,4,1,1
2007-04-16,93.91624999999999,1.4047408375E7,58.539576112777425,8,6,2,0,1
2008-03-10,92.33874999999999,2.19636875E7,43.60753589454212,8,3,5,2,1
2008-11-26,64.13,2.26612625E7,44.77443665076317,8,3,5,1,0
2010-07-28,125.07111111111112,1.8794777777777776E7,57.153832868945365,9,7,2,0,0
